"","identifier","chromosome_name","start_position","end_position","strand","ensembl_gene_id","hgnc_symbol"
"298","loop_310","16",56465640,56582667,-1,"ENSG00000125124, ENSG00000087250, ENSG00000125148, ENSG00000260823, ENSG00000291105, ENSG00000260549, ENSG00000169715, ENSG00000205364, ENSG00000290662, ENSG00000255986, ENSG00000205362, ENSG00000291095, ENSG00000205361, ENSG00000259923, ENSG00000205360, ENSG00000169688, ENSG00000310278, ENSG00000198417, ENSG00000310325, ENSG00000125144, ENSG00000205358, ENSG00000310299, ENSG00000290663, ENSG00000275691, ENSG00000187193, ENSG00000259827, ENSG00000261429, ENSG00000261302","BBS2, MT3, MT2A,  MT1L, MT1E, MT1M, MT1JP, MT1A, MT1DP, MT1CP, MT1B, MT1F, MT1G, MT1H, MT1IP, MT1X, DPPA2P4, NUP93-DT"
"299","loop_311","16",80154979,80569670,-1,"ENSG00000259867, ENSG00000168589, ENSG00000260737, ENSG00000166446, ENSG00000260064, ENSG00000260594","DYNLRB2-AS1, DYNLRB2, LINC01227, CDYL2"
"300","loop_312","9",109498325,110172512,1,"ENSG00000157654, ENSG00000228053","PALM2AKAP2, RPL21P87"
"301","loop_313","6",130144315,130365425,-1,"ENSG00000164483, ENSG00000164484, ENSG00000202438, ENSG00000295292, ENSG00000229923","SAMD3, TMEM200A"
"302","loop_314","5",154038959,154220478,1,"ENSG00000037749, ENSG00000299992","MFAP3"
"303","loop_315","20",41136960,41196801,1,"ENSG00000124181, ENSG00000174306, ENSG00000272407, ENSG00000242748, ENSG00000263989, ENSG00000235102, ENSG00000132793","PLCG1, ZHX3,  RPL23AP81, RN7SL615P, ADI1P1, LPIN3"
"304","loop_316","6",106360717,106572017,1,"ENSG00000112297, ENSG00000202386, ENSG00000282408, ENSG00000200314, ENSG00000300544, ENSG00000298671","CRYBG1, RNA5SP211"
"305","loop_317","4",77394491,77494286,-1,"ENSG00000249036, ENSG00000156234","CXCL13"
"306","loop_319","11",86671865,86765469,1,"ENSG00000255250, ENSG00000298189, ENSG00000298204, ENSG00000150687","PRSS23"
"307","loop_32","11",59829273,59845499,-1,"ENSG00000134812, ENSG00000134827, ENSG00000285231, ENSG00000270929","CBLIF, TCN1, OOSP3, SRD5A3P1"
"308","loop_320","10",119178866,119206634,1,"ENSG00000307533, ENSG00000198873, ENSG00000228485, ENSG00000242853, ENSG00000236426, ENSG00000298129, ENSG00000265719","GRK5, GRK5-IT1, RN7SL749P, MIR4681"
"309","loop_321","6",130144315,130365425,-1,"ENSG00000164483, ENSG00000164484, ENSG00000202438, ENSG00000295292, ENSG00000229923","SAMD3, TMEM200A"
"310","loop_322","12",109573255,109598125,1,"ENSG00000110921, ENSG00000309187, ENSG00000309208, ENSG00000200794, ENSG00000299901, ENSG00000139438, ENSG00000255650, ENSG00000293898, ENSG00000293917","MVK,  RN7SKP250, FAM222A, FAM222A-AS1"
"311","loop_323","7",47987148,48029119,-1,"ENSG00000164744, ENSG00000164746, ENSG00000298149, ENSG00000183696, ENSG00000298868","SUN3, C7orf57,  UPP1"
"312","loop_324","12",108645109,108731526,-1,"ENSG00000110880, ENSG00000238457, ENSG00000301883, ENSG00000200060, ENSG00000301074, ENSG00000273499, ENSG00000084112, ENSG00000280110, ENSG00000298591","CORO1C, RNU7-169P,  SSH1"
"313","loop_325","5",154682986,154817605,1,"ENSG00000155506, ENSG00000221552, ENSG00000274472, ENSG00000272197, ENSG00000241187, ENSG00000295720","LARP1, MIR1303,  RN7SL803P, RPL21P57"
"314","loop_326","12",69405693,69468823,1,"ENSG00000257507, ENSG00000241765, ENSG00000166225","LINC02373, RPS26P45, FRS2"
"315","loop_327","6",37507345,37550860,1,"ENSG00000204110, ENSG00000307919, ENSG00000293212, ENSG00000229559, ENSG00000309723, ENSG00000263926, ENSG00000279942, ENSG00000112139","LINC02520,  MIR4462, MDGA1"
"316","loop_328","6",108441880,108558370,-1,"ENSG00000287044, ENSG00000271608, ENSG00000302140, ENSG00000118689, ENSG00000294744, ENSG00000228976, ENSG00000294090, ENSG00000203801, ENSG00000294053, ENSG00000293088, ENSG00000219565, ENSG00000231559","FOXO3, SUMO2P8, LINC00222, ZPR1P1"
"317","loop_329","3",151425384,151461061,-1,"ENSG00000152580, ENSG00000242810, ENSG00000242119, ENSG00000241151, ENSG00000242908, ENSG00000264330, ENSG00000197953, ENSG00000242097, ENSG00000291076, ENSG00000240602, ENSG00000310532, ENSG00000250271, ENSG00000114771","IGSF10, MRPL42P6,  LINC02066, AADACL2-AS1, MIR5186, AADACL2, AADACP1, AADAC"
"318","loop_33","11",60327255,60396596,1,"ENSG00000166926, ENSG00000166927, ENSG00000166928, ENSG00000166930, ENSG00000156738, ENSG00000071203, ENSG00000204979, ENSG00000283601, ENSG00000308960, ENSG00000293513","MS4A6E, MS4A7, MS4A14, MS4A5, MS4A1, MS4A12, MS4A13, MS4A19P,  LINC00301"
"319","loop_330","10",59578467,59650345,1,"ENSG00000235140, ENSG00000165449, ENSG00000227877, ENSG00000108091","SLC16A9, MRLN, CCDC6"
"320","loop_331","2",68679601,68826833,1,"ENSG00000163219, ENSG00000228329, ENSG00000237576, ENSG00000300716, ENSG00000163217, ENSG00000307469","ARHGAP25, LINC01890, LINC01888,  BMP10"
"321","loop_332","X",23772809,23783406,-1,"ENSG00000233785, ENSG00000202272, ENSG00000130066, ENSG00000288706, ENSG00000296180, ENSG00000184831, ENSG00000238103, ENSG00000296151","SAT1-DT,  SAT1, APOO, RPL9P7"
"322","loop_333","15",101116603,101117546,1,"ENSG00000259365, ENSG00000298394, ENSG00000308955, ENSG00000309660, ENSG00000259182, ENSG00000131873, ENSG00000296262","CHSY1"
"323","loop_334","11",134031993,134067936,1,"ENSG00000204241, ENSG00000295458, ENSG00000166086, ENSG00000254481","LINC02731,  JAM3, PTP4A2P2"
"324","loop_335","4",77157207,77433388,1,"ENSG00000138764, ENSG00000249036, ENSG00000156234","CCNG2,  CXCL13"
"325","loop_336","2",490944,545594,-1,"ENSG00000223985, ENSG00000225942, ENSG00000302695, ENSG00000303241, ENSG00000233633, ENSG00000307370, ENSG00000299109, ENSG00000309949, ENSG00000301560","LINC01874, LINC01875"
"326","loop_337","17",78852977,78925387,-1,"ENSG00000035862, ENSG00000305265, ENSG00000305285, ENSG00000178404, ENSG00000279339, ENSG00000267491, ENSG00000308391, ENSG00000308367, ENSG00000108679","TIMP2,  CEP295NL, LGALS3BP"
"327","loop_338","12",31382226,31591136,-1,"ENSG00000170456, ENSG00000275769, ENSG00000203437, ENSG00000256159, ENSG00000201228, ENSG00000225349, ENSG00000255867, ENSG00000252390, ENSG00000231788, ENSG00000233381","DENND5B,  ANKRD49P2, DENND5B-AS1, RNU5F-4P, RPL31P50, AK4P3"
"328","loop_339","11",43880811,43920274,1,"ENSG00000166199, ENSG00000213693, ENSG00000244926, ENSG00000254409, ENSG00000293936, ENSG00000187479, ENSG00000244953, ENSG00000305085","ALKBH3, SEC14L1P1, ALKBH3-AS1,  C11orf96"
"329","loop_340","10",59788747,59906556,-1,"ENSG00000108091, ENSG00000235931, ENSG00000232682, ENSG00000151150","CCDC6, LINC01553,  ANK3"
"330","loop_341","3",170410512,170418615,1,"ENSG00000242578, ENSG00000013297, ENSG00000285218, ENSG00000283474, ENSG00000285051, ENSG00000013293, ENSG00000241416, ENSG00000213174, ENSG00000244738, ENSG00000286695, ENSG00000289233, ENSG00000239739","CLDN11, MIR6828, SLC7A14-AS1, SLC7A14, KRT8P13, RPL28P1"
"331","loop_342","3",196012511,196082153,-1,"ENSG00000072274, ENSG00000252174, ENSG00000294113, ENSG00000295278, ENSG00000289219, ENSG00000224652, ENSG00000297061, ENSG00000163958","TFRC, RNU7-18P,  LINC00885, ZDHHC19"
"332","loop_343","15",35217345,35546193,-1,"ENSG00000134146, ENSG00000259585, ENSG00000265102, ENSG00000259688, ENSG00000259411","DPH6, RBM17P4, MIR3942,  HNRNPA1P45"
"333","loop_345","11",44260440,44310139,-1,"ENSG00000052850, ENSG00000297656, ENSG00000305094, ENSG00000308066, ENSG00000308049, ENSG00000255451, ENSG00000310036, ENSG00000309881","ALX4"
"334","loop_346","8",71828167,72118393,1,"ENSG00000235531, ENSG00000178860, ENSG00000241942","MSC-AS1, MSC, RPS20P20"
"335","loop_347","4",7758714,7939926,-1,"ENSG00000196526, ENSG00000287164, ENSG00000296635, ENSG00000228919, ENSG00000163995","AFAP1,  ABLIM2"
"336","loop_348","11",113995961,114018090,-1,"ENSG00000300237, ENSG00000300211, ENSG00000289230, ENSG00000109906, ENSG00000286463, ENSG00000302875, ENSG00000256947, ENSG00000302894, ENSG00000166741","ZBTB16, NNMT"
"337","loop_349","10",35008504,35127006,-1,"ENSG00000108094, ENSG00000230534, ENSG00000095794, ENSG00000253054, ENSG00000233343, ENSG00000269952","CUL2,  CREM, RNU7-77P, ATP6V1G1P4"
"338","loop_350","2",105357712,105438513,-1,"ENSG00000115641, ENSG00000238273, ENSG00000296632, ENSG00000299064, ENSG00000299090","FHL2"
"339","loop_351","1",48532854,50023954,-1,"ENSG00000186094, ENSG00000162373","AGBL4, BEND5"
"340","loop_352","16",20780193,20900349,-1,"ENSG00000196678, ENSG00000005189, ENSG00000188215, ENSG00000102897, ENSG00000158486","ERI2, REXO5, DCUN1D3, LYRM1, DNAH3"
"341","loop_355","8",122485194,122733804,-1,"ENSG00000253819","LINC01151"
"342","loop_356","2",16818179,16907831,1,"ENSG00000304877, ENSG00000224604",""
"343","loop_357","2",85015876,85067347,-1,"ENSG00000260840, ENSG00000235463, ENSG00000225787, ENSG00000300535, ENSG00000152284, ENSG00000231134, ENSG00000200701, ENSG00000230299","LINC01964,  LSM3P3, TCF7L1, TCF7L1-IT1, RNU6-674P, SNRPEP11"
"344","loop_358","1",94585556,94855426,-1,"ENSG00000293271, ENSG00000143036, ENSG00000117519, ENSG00000235501, ENSG00000172339","SLC44A3-AS1, SLC44A3, CNN3, CNN3-DT, ALG14"
"345","loop_359","20",8077251,8968360,1,"ENSG00000182621, ENSG00000228438, ENSG00000276385, ENSG00000307052, ENSG00000275222, ENSG00000101333, ENSG00000307197, ENSG00000307219","PLCB1,  PLCB4"
"346","loop_36","1",17189782,17198369,1,"ENSG00000204362, ENSG00000282843, ENSG00000142623","LINC02783,  PADI1"
"347","loop_360","17",29625938,29930276,-1,"ENSG00000141298, ENSG00000240074, ENSG00000263477, ENSG00000239129, ENSG00000176927","SSH2, RPL9P30,  EFCAB5"
"348","loop_361","10",30403197,30403776,-1,"ENSG00000224473, ENSG00000289874, ENSG00000107968, ENSG00000307302, ENSG00000213778, ENSG00000289898, ENSG00000287420","CCND3P1,  MAP3K8, HNRNPA1P32"
"349","loop_362","9",121519722,121585029,-1,"ENSG00000293886, ENSG00000136848, ENSG00000229854","DAB2IP"
"350","loop_363","5",35617844,35814611,1,"ENSG00000152582, ENSG00000248969, ENSG00000168685, ENSG00000279737, ENSG00000248349, ENSG00000152611","SPEF2,  IL7R, CAPSL"
"351","loop_364","3",113019431,113184377,1,"ENSG00000240057, ENSG00000243795, ENSG00000144857, ENSG00000288079, ENSG00000206530","NEPRO-AS1, LINC02044, BOC,  CFAP44"
"352","loop_365","3",184371935,184381968,-1,"ENSG00000090534, ENSG00000289500, ENSG00000090539, ENSG00000224153, ENSG00000307641, ENSG00000283625, ENSG00000227509, ENSG00000300192","THPO,  CHRD, LINC02054, TEDDM3P, LINC01839"
"353","loop_366","17",32444379,32483319,1,"ENSG00000108671, ENSG00000176749, ENSG00000176658, ENSG00000266718, ENSG00000280245, ENSG00000265222, ENSG00000263717, ENSG00000279781, ENSG00000266599, ENSG00000298008, ENSG00000265337, ENSG00000298763","PSMD11, CDK5R1, MYO1D"
"354","loop_367","11",47980425,48170839,1,"ENSG00000149177, ENSG00000254879, ENSG00000263693","PTPRJ, PTPRJ-AS1, MIR3161"
"355","loop_368","11",79627149,79721624,-1,"ENSG00000302828, ENSG00000279295, ENSG00000254471, ENSG00000309650, ENSG00000309673, ENSG00000294397",""
"356","loop_369","8",9002147,9116746,1,"ENSG00000104626, ENSG00000263407, ENSG00000239078, ENSG00000197334, ENSG00000295900, ENSG00000173281, ENSG00000254340, ENSG00000248538","ERI1, MIR4660, RNU7-55P,  PPP1R3B, PPP1R3B-DT"
"357","loop_37","11",75260122,75351705,-1,"ENSG00000137486, ENSG00000199090","ARRB1, MIR326"
"358","loop_370","5",72574098,72816565,-1,"ENSG00000249085, ENSG00000226544, ENSG00000223497, ENSG00000206770, ENSG00000083312","TNPO1-DT, RPL7P22, H2BL1P,  TNPO1"
"359","loop_371","2",26847747,26950351,1,"ENSG00000157851","DPYSL5"
"360","loop_373","18",74315839,74359189,1,"ENSG00000206043, ENSG00000235297, ENSG00000259779, ENSG00000307872, ENSG00000187773, ENSG00000294391, ENSG00000287689, ENSG00000300528","C18orf63, FAUP1, LINC01922,  DIPK1C"
"361","loop_374","12",64222313,64397260,1,"ENSG00000293269, ENSG00000185306, ENSG00000256293, ENSG00000238440","C12orf56, ATP6V1E1P3"
"362","loop_375","7",146116002,148420998,1,"ENSG00000174469, ENSG00000287636, ENSG00000199370, ENSG00000310326, ENSG00000243374, ENSG00000274133","CNTNAP2,  RN7SL72P"
"363","loop_378","2",201233443,201361836,1,"ENSG00000064012, ENSG00000301257, ENSG00000289698, ENSG00000155749","CASP8,  FLACC1"
"364","loop_379","19",39553034,39555356,1,"ENSG00000269588, ENSG00000304576, ENSG00000269188, ENSG00000244253, ENSG00000243581, ENSG00000239320, ENSG00000105198, ENSG00000269519, ENSG00000290598, ENSG00000268153, ENSG00000268243, ENSG00000249861, ENSG00000291086","RPS29P24, RPS29P25, RPS29P26, LGALS13, RPS29P30, LGALS16"
"365","loop_38","1",181317690,181813262,1,"ENSG00000198216, ENSG00000297520, ENSG00000302070, ENSG00000273573","CACNA1E"
"366","loop_381","18",61333430,61555779,1,"ENSG00000101542, ENSG00000206769, ENSG00000243256, ENSG00000288800, ENSG00000302831, ENSG00000302809","CDH20, RNU6-116P, RPL30P14"
"367","loop_382","2",181887851,181891663,-1,"ENSG00000260742, ENSG00000138434, ENSG00000150722, ENSG00000213958, ENSG00000222418, ENSG00000294180","ITPRID2-DT, ITPRID2, PPP1R1C, KRT18P29, RNA5SP113"
"368","loop_383","17",10729733,10881416,1,"ENSG00000263400, ENSG00000264016, ENSG00000240813, ENSG00000296913, ENSG00000296958, ENSG00000266114, ENSG00000284876, ENSG00000263429, ENSG00000279542, ENSG00000233670, ENSG00000289964","TMEM220-AS1,  TMEM238L, PIRT"
"369","loop_384","11",45307016,45462682,1,"ENSG00000255267, ENSG00000286418, ENSG00000255041, ENSG00000296838, ENSG00000254746, ENSG00000255519, ENSG00000254514, ENSG00000175264, ENSG00000255091, ENSG00000276639, ENSG00000254519, ENSG00000297260, ENSG00000255426, ENSG00000255226, ENSG00000205106","LINC02687,  CHST1, MIR7154, LINC02690, LINC02716"
"370","loop_385","20",49632945,49713878,-1,"ENSG00000158470, ENSG00000276031, ENSG00000231878, ENSG00000306635, ENSG00000252540, ENSG00000197818, ENSG00000237788","B4GALT5, RN7SL197P, SNRPFP1,  RNU6-919P, SLC9A8, GLYR1P1"
"371","loop_386","16",68843531,69085182,1,"ENSG00000103047, ENSG00000275504, ENSG00000260999, ENSG00000266801, ENSG00000202497, ENSG00000271129, ENSG00000244378, ENSG00000293260, ENSG00000103044, ENSG00000168802, ENSG00000286140","TANGO6,  RNU6-898P, RPS2P45, HAS3, CHTF8, DERPC"
"372","loop_388","6",152121687,152637801,-1,"ENSG00000131018","SYNE1"
"373","loop_389","5",111510396,111739726,1,"ENSG00000246859, ENSG00000249619, ENSG00000251099, ENSG00000134986, ENSG00000253057, ENSG00000249439, ENSG00000250095, ENSG00000297193, ENSG00000129595","STARD4-AS1, HMGN1P13,  NREP, RN7SKP57, HMGN1P14, NREP-AS1, EPB41L4A"
"374","loop_39","1",184790724,184974508,-1,"ENSG00000135842, ENSG00000306770, ENSG00000252222","NIBAN1,  RNU7-13P"
"375","loop_390","X",20149911,20267519,-1,"ENSG00000177189, ENSG00000283631, ENSG00000303236, ENSG00000283400","RPS6KA3"
"376","loop_391","15",40278176,40307935,-1,"ENSG00000137841, ENSG00000230778, ENSG00000273855, ENSG00000259307, ENSG00000297602, ENSG00000244705, ENSG00000259198, ENSG00000259330, ENSG00000305947, ENSG00000188549, ENSG00000252714, ENSG00000307080, ENSG00000233041, ENSG00000289148, ENSG00000140323, ENSG00000259368, ENSG00000128944, ENSG00000128928","PLCB2, ANKRD63,  PLCB2-AS1, RPLP0P10, INAFM2, CCDC9B, RNA5SP392, PHGR1, DISP2, KNSTRN, IVD"
"377","loop_392","11",9776776,10304877,-1,"ENSG00000133812, ENSG00000255476, ENSG00000254765","SBF2"
"378","loop_393","11",72478221,72479237,1,"ENSG00000237408, ENSG00000294240, ENSG00000294254, ENSG00000238048, ENSG00000290016, ENSG00000300856, ENSG00000276109, ENSG00000306221, ENSG00000274664, ENSG00000227467, ENSG00000186642, ENSG00000256633, ENSG00000272036, ENSG00000251919, ENSG00000255808","ART2BP,  ART2P, LINC01537, PDE2A, PDE2A-AS2, MIR139, RNU7-105P, PDE2A-AS1"
"379","loop_395","4",85230464,85246522,-1,"ENSG00000298951, ENSG00000248725",""
"380","loop_396","20",47209214,47356889,-1,"ENSG00000101040, ENSG00000267882, ENSG00000273451, ENSG00000231119, ENSG00000289848, ENSG00000289895, ENSG00000304477, ENSG00000224565","ZMYND8,  LINC01754"
"381","loop_397","15",82836946,82986153,-1,"ENSG00000103942, ENSG00000308606, ENSG00000259805, ENSG00000169612, ENSG00000169609","HOMER2,  RAMAC, C15orf40"
"382","loop_398","12",27710822,27756295,1,"ENSG00000061794, ENSG00000252585, ENSG00000205693, ENSG00000256747, ENSG00000087448, ENSG00000256512, ENSG00000201612, ENSG00000257042, ENSG00000307385, ENSG00000274075, ENSG00000256378","MRPS35,  MANSC4, KLHL42, RN7SKP15"
"383","loop_399","4",38193271,38207164,-1,"ENSG00000300640, ENSG00000287659, ENSG00000251642, ENSG00000248227, ENSG00000298789, ENSG00000280015, ENSG00000249534, ENSG00000249667, ENSG00000303434, ENSG00000251635, ENSG00000231160, ENSG00000271958, ENSG00000299929, ENSG00000109787, ENSG00000299908","LINC02513, LINC01258, LINC01259, LINC02278, KLF3-AS1, KLF3"
"384","loop_4","10",116671192,116850251,-1,"ENSG00000165868, ENSG00000228195, ENSG00000308564","HSPA12A, RPL5P27"
"385","loop_40","11",86431435,86623483,1,"ENSG00000254733, ENSG00000151376, ENSG00000255250, ENSG00000298189, ENSG00000298204, ENSG00000150687","ME3, PRSS23"
"386","loop_400","3",8980591,9363053,-1,"ENSG00000196220, ENSG00000224808, ENSG00000287623, ENSG00000228723, ENSG00000227929, ENSG00000235830, ENSG00000254485","SRGAP3, SRGAP3-AS1,  SRGAP3-AS2, SRGAP3-AS3, SRGAP3-AS4"
"387","loop_401","1",52123376,52141877,-1,"ENSG00000298112, ENSG00000298098, ENSG00000157077, ENSG00000241745, ENSG00000228407, ENSG00000223429, ENSG00000224255, ENSG00000236004, ENSG00000237663, ENSG00000213735","ZFYVE9, RN7SL788P, PDCL3P6, DNAJC19P7, ANAPC10P1"
"388","loop_402","12",110909996,111052434,-1,"ENSG00000111245, ENSG00000309108, ENSG00000111249, ENSG00000304623","MYL2,  CUX2"
"389","loop_403","11",132414977,133532501,-1,"ENSG00000183715, ENSG00000309196, ENSG00000279189, ENSG00000254896, ENSG00000287068, ENSG00000255258, ENSG00000299312","OPCML,  OPCML-IT1, LINC02743"
"390","loop_404","6",11171828,11172646,1,"ENSG00000297019, ENSG00000247925, ENSG00000111859, ENSG00000287920, ENSG00000290062, ENSG00000299686, ENSG00000305905, ENSG00000233656","NEDD9"
"391","loop_405","3",73110992,73111182,1,"ENSG00000223247, ENSG00000182921, ENSG00000252937, ENSG00000309320, ENSG00000121440, ENSG00000309334","RNU2-64P, GPATCH11P1, RNU6-1270P,  PDZRN3"
"392","loop_406","2",201790461,201895550,1,"ENSG00000138395, ENSG00000202137, ENSG00000231124, ENSG00000212184, ENSG00000289026, ENSG00000273209, ENSG00000296431, ENSG00000296454, ENSG00000155760, ENSG00000222035, ENSG00000295886, ENSG00000182329, ENSG00000287041, ENSG00000295901, ENSG00000231903, ENSG00000227890","CDK15,  UBE2V1P11, RNU6-440P, FZD7, KIAA2012-AS1, KIAA2012, PSMA2P3"
"393","loop_407","1",9002973,9026423,-1,"ENSG00000197241, ENSG00000142583, ENSG00000252404, ENSG00000180758","SLC2A7, SLC2A5,  GPR157"
"394","loop_408","1",44390722,44390823,1,"ENSG00000199385, ENSG00000187147, ENSG00000308471, ENSG00000263381","RNU6-369P, RNF220,  MIR5584"
"395","loop_409","19",19358549,19385913,-1,"ENSG00000294647, ENSG00000167491, ENSG00000267234, ENSG00000207821","GATAD2A, MIR640"
"396","loop_41","1",201507191,201584527,1,"ENSG00000224536, ENSG00000134369, ENSG00000310071, ENSG00000236390, ENSG00000231871","CSRP1-AS1, NAV1,  IPO9-AS1"
"397","loop_411","8",119325171,119325265,1,"ENSG00000276479, ENSG00000286282, ENSG00000206776, ENSG00000136999","MIR548AZ,  CCN3"
"398","loop_412","7",6104949,6161564,1,"ENSG00000106346, ENSG00000008256, ENSG00000202273, ENSG00000299440, ENSG00000307160, ENSG00000309727","USP42, CYTH3"
"399","loop_414","5",126737438,126737995,-1,"ENSG00000249768, ENSG00000306091, ENSG00000251072, ENSG00000252185, ENSG00000113368","HSPE1P10,  LMNB1-DT, RNU6-752P, LMNB1"
"400","loop_415","2",178521183,178779963,1,"ENSG00000237298, ENSG00000155657, ENSG00000287149, ENSG00000163492, ENSG00000238542","TTN-AS1, TTN,  CCDC141, RNU7-104P"
"401","loop_417","1",20242992,20244664,1,"ENSG00000228105, ENSG00000284710, ENSG00000158816, ENSG00000226664, ENSG00000304627, ENSG00000236963, ENSG00000226487","LINC01757,  VWA5B1, LINC01141"
"402","loop_418","1",201507191,201584527,1,"ENSG00000224536, ENSG00000134369, ENSG00000310071, ENSG00000236390, ENSG00000231871, ENSG00000264802, ENSG00000235121, ENSG00000200942","CSRP1-AS1, NAV1,  IPO9-AS1, MIR5191, RNU6-501P"
"403","loop_42","1",205789094,205813748,-1,"ENSG00000133065, ENSG00000286619, ENSG00000162877","SLC41A1, PM20D1-AS1, PM20D1"
"404","loop_420","17",38996323,38996624,-1,"ENSG00000265428, ENSG00000266013, ENSG00000277426, ENSG00000290925, ENSG00000214553, ENSG00000266048, ENSG00000293194, ENSG00000263818, ENSG00000161381, ENSG00000286443","LINC02079, LRRC37A11P, RDM1P5, PLXDC1"
"405","loop_421","15",45448427,45519668,1,"ENSG00000259354, ENSG00000298162, ENSG00000104154, ENSG00000293154, ENSG00000207516, ENSG00000179362, ENSG00000259681, ENSG00000259427, ENSG00000275709, ENSG00000104164, ENSG00000260170, ENSG00000200419","SLC30A4-AS1,  SLC30A4, SNORA41B, HMGN2P46, DPPA5P2, BLOC1S6"
"406","loop_422","12",3997367,3999645,-1,"ENSG00000298675, ENSG00000256969, ENSG00000308279, ENSG00000256356, ENSG00000293068, ENSG00000242444, ENSG00000294684, ENSG00000289105, ENSG00000294992, ENSG00000298123, ENSG00000298091, ENSG00000255920, ENSG00000118971, ENSG00000285901, ENSG00000290063","HSPA8P5, CCND2-AS1, CCND2"
